	control_sample_32
SEPW1	99.19997215
TPRX1	1
CRX	1
SULT2A1	1
SNAR-C3	1
BSPH1	1
ELSPBP1	1
CABP5	9.208436233
PLA2G4C	13.39408907
LIG1	150.2649367
C19orf68	11.71982793
CARD8	1017.950769
CARD8-AS1	140.6379352
ZNF114	1
CCDC114	2.5113917
EMP3	658.8217559
TMEM143	15.0683502
SYNGR4	1
KDELR1	29.71813512
GRIN2D	4.604218116
GRWD1	102.1299291
KCNJ14	2.5113917
CYTH2	200.0742054
LMTK3	14.23121963
SULT2B1	1.674261133
FAM83E	1
SPACA4	1
RPL18	2395.030551
SPHK2	35.1594838
DBP	46.04218116
CA11	8.371305666
SEC1P	1
NTN5	1
FUT2	5.0227834
LOC105447645	1
MAMSTR	3.348522266
RASIP1	1.25569585
IZUMO1	1.25569585
FUT1	2.5113917
FGF21	1
BCAT2	30.55526568
HSD17B14	1
PLEKHA4	4.604218116
PPP1R15A	203.4227277
TULP2	1.674261133
NUCB1	565.0631325
NUCB1-AS1	1
DHDH	1
BAX	96.68858045
FTL	16437.89581
GYS1	61.52909665
RUVBL2	111.7569306
LHB	1
LOC101059948	1
CGB	1
CGB2	1
CGB1	1
SNAR-G1	1
CGB5	1
CGB8	1
CGB7	1
NTF4	1
KCNA7	1
SNRNP70	303.8783957
LIN7B	2.5113917
C19orf73	1
PPFIA3	4.185652833
HRC	1
TRPM4	5.0227834
SLC6A16	29.29956983
MIR4324	1
CD37	402.2412373
TEAD2	4.604218116
DKKL1	1
LOC101928295	1
CCDC155	1
PTH2	1
GFY	1
SLC17A7	1
PIH1D1	142.7307616
ALDH16A1	155.7062854
FLT3LG	45.62361588
RPL13A	651.2875808
SNORD32A	3.76708755
SNORD33	1
SNORD34	1
SNORD35A	3.348522266
RPS11	3870.05461
SNORD35B	12.5569585
MIR150	1
FCGRT	613.6167053
RCN3	23.43965587
NOSIP	350.3391421
PRRG2	2.929956983
PRR12	24.69535172
RRAS	18.41687247
SCAF1	39.76370191
IRF3	282.9501315
BCL2L12	10.46413208
PRMT1	177.0531148
ADM5	4.604218116
CPT1C	1.25569585
TSKS	7.5341751
AP2A1	1024.229248
MIR6799	1
FUZ	76.59744685
MED25	215.5611209
PTOV1-AS1	85.3873178
PTOV1	139.8008046
PTOV1-AS2	31.81096153
PNKP	140.2193699
AKT1S1	66.55188005
TBC1D17	68.22614118
IL4I1	4.185652833
NUP62	105.8970167
ATF5	9.208436233
SIGLEC11	9.208436233
SIGLEC16	6.27847925
VRK3	172.4488967
ZNF473	91.24723176
FLJ26850	1
SNAR-D	1
IZUMO2	1
MYH14	1.25569585
KCNC3	3.348522266
NAPSB	171.6117662
NAPSA	6.27847925
NR1H2	308.9011791
POLD1	96.27001516
SPIB	133.1037601
MYBPC2	1
FAM71E1	1
EMC10	149.0092409
JOSD2	30.1367004
ASPDH	5.441348683
LRRC4B	1
SNAR-F	1
SYT3	1
C19orf81	1
SHANK1	1.25569585
CLEC11A	5.0227834
GPR32	1
ACPT	5.441348683
C19orf48	54.41348683
SNORD88B	1
SNORD88A	1
SNORD88C	1
MGC45922	1
KLK1	1
KLK15	1
LOC105372441	1
KLK3	1
KLK2	1
KLKP1	1
KLK4	1
KLK5	1
KLK6	1
KLK7	1
KLK8	1
KLK9	1
KLK10	1
KLK11	1
KLK12	1
KLK13	1
KLK14	1
CTU1	17.99830718
SIGLEC9	226.4438183
SIGLEC7	35.57804908
LOC101928517	7.115609816
SIGLEC17P	5.0227834
MIR8074	1
CD33	73.24892458
SIGLECL1	1
IGLON5	1
VSIG10L	2.5113917
ETFB	99.19997215
CLDND2	20.0911336
NKG7	142.3121963
LIM2	3.76708755
C19orf84	3.348522266
SIGLEC10	208.4455111
LOC100129083	1
SIGLEC8	22.18396002
CEACAM18	1
SIGLEC12	1
SIGLEC6	12.13839322
ZNF175	104.6413208
LINC01530	10.0455668
SIGLEC5	144.4050227
SIGLEC14	30.97383097
SPACA6P-AS	1
MIR99B	1
SPACA6P	16.32404605
HAS1	4.185652833
FPR1	4566.128676
FPR2	1794.807935
FPR3	20.0911336
ZNF577	74.08605515
ZNF649-AS1	6.697044533
ZNF649	123.4767586
ZNF613	52.7392257
ZNF350-AS1	15.0683502
ZNF350	167.8446786
ZNF615	128.0809767
ZNF614	126.8252808
ZNF432	74.08605515
ZNF841	240.2564726
ZNF616	68.64470646
ZNF836	138.1265435
PPP2R1A	190.4472039
MIR6801	1.25569585
ZNF766	152.3577631
MIR643	1.25569585
ZNF480	155.2877201
ZNF610	3.348522266
ZNF880	38.92657135
ZNF528-AS1	6.27847925
ZNF528	100.0371027
ZNF534	1
ZNF578	4.604218116
ZNF808	264.1146938
ZNF701	182.9130288
ZNF137P	35.1594838
ZNF83	213.0497292
ZNF611	172.4488967
ZNF600	185.8429858
ZNF28	158.6362424
ZNF468	198.8185096
ZNF320	78.69027326
ZNF888	41.43796305
ZNF321P	1.25569585
ZNF816	89.15440535
ZNF702P	6.697044533
ERVV-1	1
ERVV-2	1
ZNF160	336.9450531
ZNF415	4.604218116
ZNF347	122.639628
ZNF665	15.48691548
ZNF818P	146.9164144
ZNF677	7.5341751
VN1R2	1
VN1R4	1
FAM90A27P	1
BIRC8	1
ZNF845	150.683502
ZNF525	169.5189397
ZNF765	138.9636741
ZNF761	110.9198001
TPM3P9	32.22952682
ZNF813	65.2961842
ZNF331	97.9442763
LOC284379	1
DPRX	1
MIR1323	1
MIR519E	1
MIR519B	1
MIR519A1	1
MIR372	1
MIR373	1
NLRP12	542.4606072
MYADM	243.1864296
PRKCG	1
CACNG7	1
CACNG8	6.27847925
CACNG6	11.30126265
VSTM1	30.97383097
TARM1	1
OSCAR	66.97044533
NDUFA3	97.52571101
TFPT	21.76539473
PRPF31	160.3105035
CNOT3	41.01939776
LENG1	44.78648531
TMC4	6.697044533
MBOAT7	508.1382539
TSEN34	362.0589701
RPS9	966.8858045
LILRB3	367.5003187
LILRA6	47.29787701
LILRB5	1
LILRB2	310.1568749
MIR4752	1
LILRA3	96.27001516
LILRA5	303.8783957
LILRA4	16.32404605
LAIR1	309.3197444
TTYH1	5.441348683
LENG8-AS1	17.99830718
LENG8	173.2860273
LENG9	13.39408907
CDC42EP5	1
LAIR2	9.627001516
KIR3DX1	4.604218116
LILRA2	411.0311082
LILRA1	209.7012069
LILRB1	97.9442763
MIR8061	1
LILRB4	30.55526568
LILRP2	1.25569585
KIR3DL3	1
KIR2DL3	8.78987095
LOC101928804	1
KIR2DL1	2.5113917
KIR2DL4	3.348522266
KIR3DL1	5.859913966
KIR2DS4	10.46413208
KIR3DL2	2.5113917
FCAR	108.8269737
NCR1	29.29956983
NLRP7	4.604218116
NLRP2	6.27847925
GP6	19.67256832
RDH13	43.11222418
EPS8L1	5.859913966
PPP1R12C	231.0480364
MIR7975	1
TNNT1	1.25569585
TNNI3	1
DNAAF3	1.25569585
SYT5	1
PTPRH	1
TMEM86B	65.2961842
PPP6R1	539.9492155
MIR6804	1
HSPBP1	20.0911336
BRSK1	7.115609816
TMEM150B	14.64978492
SUV420H2	18.41687247
COX6B2	1
FAM71E2	1
IL11	1
TMEM190	1
TMEM238	2.092826417
RPL28	557.5289574
UBE2S	27.20674342
SHISA7	4.604218116
ISOC2	23.02109058
ZNF628	11.30126265
NAT14	5.441348683
SSC5D	1.25569585
SBK2	1
SBK3	1
ZNF579	5.0227834
FIZ1	16.74261133
ZNF524	70.3189676
ZNF865	7.5341751
ZNF784	17.5797419
ZNF580	13.81265435
ZNF581	24.69535172
CCDC106	11.30126265
U2AF2	382.9872342
EPN1	84.96875251
NLRP9	4.604218116
RFPL4A	1
RFPL4AL1	1
NLRP11	1
NLRP4	1.674261133
NLRP13	1
NLRP8	1
NLRP5	1
LOC101928886	1
ZNF787	96.68858045
ZNF444	11.71982793
GALP	1
ZSCAN5B	1
ZSCAN5A	9.627001516
ZNF542P	80.78309968
ZNF582	25.53248228
ZNF582-AS1	14.23121963
ZNF583	48.13500758
ZNF667	5.859913966
ZNF667-AS1	9.208436233
ZNF471	20.0911336
ZFP28	69.06327175
ZNF470	63.62192306
ZNF71	38.92657135
SMIM17	1
ZNF835	14.23121963
ZIM2-AS1	1
ZIM2	1
PEG3	1
MIMT1	1
USP29	1
ZIM3	1
DUXA	1
ZNF264	532.4150404
AURKC	1.25569585
ZNF805	325.2252251
ZNF460	788.995559
ZNF543	88.31727478
ZNF304	124.7324544
ZNF547	20.0911336
TRAPPC2B	11.71982793
ZNF548	185.0058552
ZNF17	123.8953239
ZNF749	48.55357286
VN1R1	5.859913966
ZNF772	99.61853743
ZNF419	63.62192306
ZNF773	64.87761891
ZNF549	171.6117662
ZNF550	163.2404605
ZNF416	64.04048835
ZIK1	74.92318571
ZNF530	53.15779098
ZNF134	140.2193699
ZNF211	214.3054251
ZSCAN4	1
ZNF551	141.0565005
ZNF154	117.1982793
ZNF671	158.6362424
ZNF776	356.6176214
ZNF586	289.2286108
ZNF552	136.8708476
FKBP1AP1	18.41687247
ZNF587B	152.3577631
ZNF587	396.3813233
ZNF814	149.4278061
ZNF417	341.1307059
ZNF418	41.01939776
ZNF256	47.7164423
C19orf18	1
ZNF606	66.97044533
LOC100128398	13.81265435
ZSCAN1	1
ZNF135	22.6025253
ZSCAN18	130.5923684
ZNF329	120.1282363
ZNF274	236.9079504
ZNF544	163.2404605
ZNF8	64.45905363
ZSCAN22	25.95104757
A1BG	14.23121963
A1BG-AS1	4.604218116
ZNF497	10.46413208
ZNF837	10.88269737
MIR4754	1
RPS5	1347.361647
RNF225	1.25569585
ZNF584	33.90378795
ZNF132	96.68858045
ZNF324B	36.41517965
ZNF324	93.75862346
ZNF446	42.6936589
SLC27A5	12.13839322
ZBTB45	35.1594838
TRIM28	288.3914802
CHMP2A	235.2336892
UBE2M	186.6801164
MZF1-AS1	28.46243927
MZF1	44.78648531
CENPBD1P1	51.48352985
FAM110C	6.697044533
SH3YL1	298.437047
ACP1	668.4487574
FAM150B	29.71813512
TMEM18	75.341751
LINC01115	1
LOC101060385	1
SNTG2	8.78987095
TPO	1.25569585
PXDN	1
MYT1L	1
MYT1L-AS1	1
LINC01250	1.674261133
TSSC1	101.2927986
TRAPPC12	218.0725126
ADI1	174.5417231
RNASEH1	84.55018723
RNASEH1-AS1	12.13839322
RPS7	267.0446508
COLEC11	1.25569585
ALLC	1
DCDC2C	1
LINC01304	1
LINC01249	1
LINC01248	1.25569585
SOX11	1
LINC01105	1
LOC400940	1
LINC01247	1
LINC01246	1
MIR7515HG	1
LINC00487	5.441348683
NRIR	17.16117662
CMPK2	198.8185096
RSAD2	385.0800606
RNF144A-AS1	3.76708755
RNF144A	253.2319964
LOC101929452	15.0683502
LOC100506274	1.25569585
LOC101929551	1
LINC00298	3.76708755
LINC00299	38.92657135
LOC101929567	6.27847925
ID2-AS1	2.929956983
ID2	287.5543496
KIDINS220	1614.824863
MBOAT2	447.4462879
ASAP2	61.52909665
ITGB1BP1	107.9898431
CPSF3	189.1915081
IAH1	98.36284158
ADAM17	454.5618977
YWHAQ	685.6099341
TAF1B	167.007548
GRHL1	34.32235323
KLF11	98.36284158
CYS1	1
RRM2	20.0911336
C2orf48	1
MIR4261	1
HPCAL1	92.08436233
ODC1	2297.923405
SNORA80B	1
LOC101929715	3.76708755
NOL10	171.1932009
ATP6V1C2	12.13839322
PDIA6	332.7594002
LOC101929733	2.929956983
KCNF1	1
FLJ33534	1
C2orf50	1
PQLC3	225.1881224
ROCK2	462.0960728
LINC00570	53.15779098
E2F6	50.64639928
GREB1	1.25569585
NTSR2	1
LPIN1	538.6935196
MIR548S	1.674261133
MIR4262	1
LOC100506457	2.092826417
TRIB2	523.2066041
MIR3125	1.674261133
LOC100506474	1
LINC00276	1
FAM84A	1
LOC653602	1
NBAS	960.6073252
DDX1	283.7872621
LOC101926966	1
MYCNUT	1
MYCNOS	1
MYCN	1
GACAT3	1
FAM49A	909.5423606
RAD51AP2	1
VSNL1	5.859913966
SMC6	434.4707641
GEN1	126.4067156
MSGN1	1
KCNS3	1
RDH14	8.78987095
NT5C1B	7.5341751
MIR4757	1
OSR1	1
LINC00954	38.92657135
TTC32	64.04048835
WDR35	144.4050227
LOC101928222	1
MATN3	1
LAPTM4A	257.8362145
SDC1	1
PUM2	1747.928623
RHOB	340.7121406
HS1BP3-IT1	2.929956983
HS1BP3	89.57297063
GDF7	3.76708755
LDAH	96.68858045
APOB	1
TDRD15	8.371305666
LOC645949	1
LOC102723362	1
KLHL29	27.20674342
ATAD2B	1155.240182
UBXN2A	48.55357286
MFSD2B	79.52740383
C2orf44	106.7341472
FKBP1B	45.62361588
SF3B6	70.73753288
FAM228B	15.48691548
TP53I3	20.0911336
PFN4	10.0455668
FAM228A	1.25569585
ITSN2	1328.107644
NCOA1	1381.265435
PTRHD1	12.13839322
CENPO	26.36961285
ADCY3	46.87931173
DNAJC27	57.34344381
DNAJC27-AS1	4.604218116
EFR3B	1.25569585
POMC	3.348522266
DNMT3A	227.2809488
MIR1301	1
DTNB	57.34344381
ASXL2	305.1340915
KIF3C	37.25231021
RAB10	911.6351871
GAREML	9.627001516
HADHA	799.8782564
HADHB	622.4065763
ADGRF3	23.85822115
EPT1	245.6978213
DRC1	1
OTOF	3.348522266
C2orf70	1
CIB4	1
KCNK3	1
SLC35F6	97.10714573
CENPA	1
DPYSL5	1.25569585
MAPRE3	6.27847925
TMEM214	58.18057438
AGBL5-AS1	1.25569585
AGBL5	120.9653669
OST4	396.3813233
EMILIN1	13.81265435
KHK	5.441348683
CGREF1	1
ABHD1	14.64978492
PREB	97.10714573
PRR30	1
TCF23	1
SLC5A6	59.01770495
ATRAID	207.1898152
CAD	92.08436233
SLC30A3	1
DNAJC5G	1
TRIM54	1
UCN	1
MPV17	85.80588308
GTF3C2	146.0792839
GTF3C2-AS1	1.25569585
EIF2B4	97.52571101
SNX17	518.602386
ZNF513	50.227834
PPM1G	367.0817535
FTH1P3	1.25569585
NRBP1	286.2986538
KRTCAP3	6.27847925
IFT172	91.24723176
FNDC4	1
GCKR	1
C2orf16	7.115609816
ZNF512	323.550964
CCDC121	29.29956983
GPN1	151.5206326
SUPT7L	234.8151239
SLC4A1AP	198.8185096
MRPL33	77.01601213
RBKS	18.83543775
BRE-AS1	5.441348683
BRE	183.7501594
MIR4263	3.76708755
LOC100505736	39.76370191
LOC100505716	39.76370191
FLJ31356	3.348522266
FOSL2	208.4455111
PLB1	126.4067156
PPP1CB	2192.863519
SPDYA	5.0227834
TRMT61B	51.48352985
WDR43	370.4302757
SNORD92	1
SNORD53	5.0227834
FAM179A	21.76539473
C2orf71	1
CLIP4	453.7247671
ALK	23.02109058
YPEL5	871.8714851
LBH	1468.327014
LOC285043	1
LCLAT1	159.8919382
CAPN13	1
GALNT14	22.6025253
CAPN14	10.0455668
EHD3	89.57297063
XDH	1
SRD5A2	1
MEMO1	222.6767307
DPY30	35.1594838
SPAST	426.936589
SLC30A6	308.9011791
NLRC4	287.1357844
YIPF4	511.9053415
BIRC6	5031.991836
MIR558	4.604218116
BIRC6-AS2	13.39408907
TTC27	162.4033299
MIR4765	1
LINC00486	1
LOC100271832	1
LTBP1	233.1408628
RASGRP3	154.8691548
FAM98A	73.66748986
LINC01317	1
MYADML	1
LINC01320	1
LOC100288911	1
CRIM1	156.9619812
FEZ2	228.95521
VIT	2.5113917
STRN	858.0588308
HEATR5B	1058.133036
GPATCH11	176.6345496
EIF2AK2	354.1062297
SULT6B1	1
CEBPZOS	87.48014421
CEBPZ	301.367004
NDUFAF7	133.5223254
PRKD3	658.4031907
QPCT	434.0521988
CDC42EP3	1087.014041
LINC00211	117.6168446
RMDN2	44.36792003
RMDN2-AS1	1.674261133
CYP1B1	236.9079504
CYP1B1-AS1	8.78987095
ATL2	280.0201745
LOC101929596	1
HNRNPLL	298.437047
GALM	79.94596911
SRSF7	686.4470646
GEMIN6	22.18396002
DHX57	183.3315941
MORN2	2.5113917
ARHGEF33	14.23121963
LOC375196	1
SOS1	615.7095318
CDKL4	1
MAP4K3	135.6151518
LOC728730	2.929956983
TMEM178A	1
THUMPD2	69.90040231
SLC8A1-AS1	48.55357286
SLC8A1	627.0107944
LOC388942	1
LOC101929723	1
C2orf91	1
PKDCC	2.5113917
LOC102723824	17.99830718
EML4	1503.486498
COX7A2L	225.1881224
KCNG3	1
MTA3	77.01601213
OXER1	12.97552378
HAAO	7.115609816
LOC102723854	2.5113917
ZFP36L2	841.3162195
LINC01126	43.53078946
THADA	789.8326896
PLEKHH2	11.30126265
C1GALT1C1L	1
DYNC2LI1	15.48691548
ABCG5	1
ABCG8	1
LRPPRC	799.0411258
PPM1B	869.7786587
SLC3A1	10.46413208
PREPL	340.2935753
CAMKMT	31.81096153
MIR548AD	1.674261133
SIX3-AS1	1
SIX3	1
SIX2	1
LINC01121	1
SRBD1	274.5788259
PRKCE	84.96875251
EPAS1	15.90548077
LOC101805491	1
TMEM247	1
ATP6V1E2	13.39408907
RHOQ	618.6394887
LOC100506142	59.43627023
PIGF	62.36622721
CRIPT	199.2370749
SOCS5	194.6328567
LINC01118	1
LINC01119	1
MCFD2	279.183044
TTC7A	267.0446508
C2orf61	8.78987095
CALM2	2151.006991
LOC101927043	1
EPCAM	1.25569585
MSH2	196.7256832
KCNK12	1.674261133
HCG2040054	3.76708755
MSH6	453.7247671
FBXO11	581.3871785
FOXN2	1037.623337
PPP1R21	341.5492712
STON1-GTF2A1L	1
STON1	5.859913966
LHCGR	1
FSHR	1
MIR548BA	1
NRXN1	4.604218116
ASB3	14.23121963
CHAC2	34.74091851
ERLEC1	161.1476341
MIR3682	1.25569585
GPR75	15.48691548
PSME4	1305.086553
ACYP2	14.23121963
TSPYL6	6.697044533
C2orf73	1
SPTBN1	1766.345496
RPL23AP32	1
EML6	84.55018723
RTN4	548.3205211
CLHC1	49.80926871
RPS27A	843.8276112
MTIF2	164.9147216
PRORSD1P	26.78817813
CCDC88A	502.27834
CFAP36	84.96875251
PPP4R3B	1141.846093
PNPT1	166.5889828
EFEMP1	1
MIR217HG	1
LOC100129434	1
CCDC85A	1
VRK2	143.9864575
FANCL	71.57466345
LINC01122	1
LOC101927285	1
MIR4432	1
BCL11A	124.3138891
PAPOLG	475.0715966
LINC01185	1
REL	643.7534057
PUS10	188.7729428
PEX13	177.4716801
KIAA1841	68.64470646
LOC339803	21.76539473
C2orf74	20.92826417
AHSA2	561.2960449
USP34	3707.232714
SNORA70B	1.25569585
XPO1	1225.55915
FAM161A	15.0683502
CCT4	598.5483551
COMMD1	56.92487853
B3GNT2	305.1340915
MIR5192	3.348522266
TMEM17	5.0227834
EHBP1	237.3265156
LOC100132215	7.952740383
OTX1	1.25569585
DBIL5P2	5.0227834
WDPCP	92.08436233
MDH1	259.5104757
UGP2	389.2657135
VPS54	337.7821836
PELI1	1491.348104
LINC00309	1.674261133
LOC100507006	89.15440535
MIR4433B	1
LGALSL	218.9096432
AFTPH	1023.392118
MIR4434	5.859913966
LOC339807	1
SERTAD2	211.3754681
LOC101927438	8.371305666
LOC400958	7.115609816
SLC1A4	69.06327175
CEP68	325.2252251
RAB1A	449.5391143
ACTR2	3443.955151
SPRED2	5.0227834
LOC729348	1
MEIS1-AS3	1
MEIS1	56.92487853
MEIS1-AS2	2.5113917
LOC100507073	1
LOC101927577	1
LOC101060019	1
LOC102724321	1
LOC102800447	1
LOC644838	1
LOC101927661	1
ETAA1	96.68858045
LOC101927701	1
C1D	54.83205211
WDR92	56.08774796
PNO1	71.15609816
PPP3R1	796.9482994
CNRIP1	9.208436233
PLEK	1036.786207
FBXO48	29.29956983
APLF	97.10714573
PROKR1	1
ARHGAP25	1550.365809
BMP10	1
GKN2	1
GKN1	1
ANTXR1	2.5113917
MIR3126	1
GFPT1	241.9307338
NFU1	41.85652833
AAK1	1206.723712
SNORA36C	1
ANXA4	82.03879553
GMCL1	203.841293
SNRNP27	85.80588308
MXD1	3843.684997
ASPRV1	59.43627023
PCBP1-AS1	102.9670597
PCBP1	718.2580262
LOC100133985	2.929956983
C2orf42	94.59575403
TIA1	1124.684916
PCYOX1	250.7206047
SNRPG	21.76539473
FAM136A	102.1299291
TGFA	163.2404605
TGFA-IT1	4.185652833
ADD2	62.7847925
FIGLA	1
CLEC4F	8.371305666
CD207	1
LINC01143	1
VAX2	1
ATP6V1B1	2.5113917
ATP6V1B1-AS1	1
ANKRD53	2.5113917
TEX261	95.01431931
OR7E91P	1.25569585
NAGK	442.0049392
MCEE	24.27678643
MPHOSPH10	139.3822393
PAIP2B	110.9198001
ZNF638	2204.164782
DYSF	523.6251694
CYP26B1	1
EXOC6B	97.10714573
SPR	3.348522266
EMX1	1.674261133
SFXN5	87.06157893
RAB11FIP5	20.0911336
NOTO	1
SMYD5	35.99661436
PRADC1	28.46243927
CCT7	490.9770773
FBXO41	34.32235323
EGR4	1.25569585
ALMS1	1093.29252
ALMS1-IT1	27.6253087
NAT8	1.674261133
ALMS1P	5.0227834
NAT8B	3.348522266
TPRKB	32.22952682
DUSP11	216.3982515
C2orf78	1
STAMBP	237.3265156
ACTG2	1
DGUOK	42.27509361
DGUOK-AS1	2.929956983
TET3	436.5635905
BOLA3	17.99830718
BOLA3-AS1	54.41348683
MOB1A	1160.681531
MTHFD2	138.5451088
SLC4A5	59.01770495
DCTN1	406.0083248
DCTN1-AS1	10.46413208
C2orf81	3.348522266
WDR54	38.08944078
RTKN	7.115609816
INO80B	6.27847925
WBP1	10.0455668
MOGS	234.8151239
MRPL53	58.59913966
CCDC142	136.4522824
TTC31	79.52740383
LBX2	1.674261133
LBX2-AS1	2.5113917
PCGF1	22.6025253
TLX2	1
DQX1	2.092826417
AUP1	293.8328289
HTRA2	81.20166496
LOXL3	39.76370191
DOK1	160.3105035
M1AP	21.76539473
SEMA4F	71.15609816
HK2	431.9593724
LINC01291	6.697044533
POLE4	53.99492155
TACR1	20.92826417
MIR5000	1.25569585
EVA1A	1
LOC101927884	1
MRPL19	283.3686968
GCFC2	193.3771609
LRRTM4	1
LOC101927907	1
LOC101927967	1
LOC101927926	1
SNAR-H	1
LOC101927948	1
REG3G	1
REG1B	1
REG1A	1
REG1P	1
REG3A	1
LOC101927987	1
CTNNA2	1.674261133
MIR8080	1
LRRTM1	1
LOC100507201	1
LOC1720	1
FUNDC2P2	1
SUCLG1	204.2598583
DNAH6	38.92657135
TRABD2A	511.4867762
TMSB10	2814.0144
KCMF1	473.3973354
TCF7L1	7.5341751
TGOLN2	1208.816538
RETSAT	154.4505895
ELMOD3	130.1738031
CAPG	277.5087828
SH2D6	1
PARTICL	3.348522266
MAT2A	416.8910222
GGCX	106.7341472
VAMP8	53.15779098
VAMP5	20.92826417
RNF181	101.7113638
TMEM150A	21.76539473
USP39	328.1551821
C2orf68	424.006632
SFTPB	5.0227834
GNLY	258.2547798
ATOH8	3.76708755
MIR6071	1
LOC284950	1
ST3GAL5	150.683502
ST3GAL5-AS1	7.952740383
LOC90784	15.90548077
POLR1A	124.3138891
PTCD3	707.3753288
SNORD94	15.0683502
IMMT	380.8944078
MIR4779	1
MRPL35	157.3805465
REEP1	15.90548077
KDM3A	1094.129651
CHMP3	4.185652833
RNF103-CHMP3	8.371305666
RNF103	222.2581654
RMND5A	2146.821338
CD8A	418.9838486
CD8B	210.5383375
ANAPC1P1	3.76708755
RGPD2	1
RGPD1	7.952740383
LOC285074	143.9864575
LINC00152	57.7620091
MIR4435-1	1
KRCC1	138.1265435
SMYD1	1
FABP1	1
THNSL2	1.674261133
FOXI3	1
TEX37	1
LOC101928371	3.76708755
EIF2AK3	292.1585678
RPIA	861.4073531
ANKRD36BP2	242.7678643
MIR4436A	1
LOC654342	1
GGT8P	1.674261133
ACTR3BP2	1
FAM95A	1
ANKRD20A8P	1
LOC442028	1
TEKT4	1
MAL	154.4505895
MRPS5	194.2142915
ZNF514	107.5712778
ZNF2	60.69196608
PROM2	1.25569585
KCNIP3	1
FAHD2A	44.36792003
TRIM43B	1
TRIM43	1
LINC00342	206.3526847
ANKRD36C	837.9676972
FAHD2CP	4.604218116
GPAT2	6.27847925
ADRA2B	1
ASTL	1.674261133
DUSP2	73.24892458
STARD7	782.7170798
STARD7-AS1	32.22952682
TMEM127	292.577133
CIAO1	473.8159007
SNRNP200	1398.008046
ITPRIPL1	27.20674342
NCAPH	12.97552378
NEURL3	1
ARID5A	159.8919382
KANSL3	299.2741776
FER1L5	12.13839322
LMAN2L	69.90040231
CNNM4	39.34513663
MIR3127	1
CNNM3	184.5872899
ANKRD23	47.7164423
ANKRD39	22.18396002
SEMA4C	101.2927986
FAM178B	1
LOC101927053	7.952740383
FAHD2B	22.6025253
ANKRD36	836.2934361
ANKRD36B	457.4918547
COX5B	192.5400303
ACTR1B	264.9518243
LINC01125	5.0227834
ZAP70	744.2090737
TMEM131	543.2977377
VWA3B	1
CNGA3	1
INPP4A	1223.047758
COA5	166.5889828
UNC50	195.4699873
MGAT4A	2052.644149
LOC101927070	15.0683502
KIAA1211L	16.32404605
TSGA10	52.32066041
C2orf15	15.0683502
LIPT1	35.99661436
MITD1	122.639628
MRPL30	182.9130288
LYG2	3.76708755
LYG1	12.13839322
TXNDC9	92.08436233
EIF5B	203.841293
REV1	457.4918547
AFF3	229.3737753
LINC01104	1
LONRF2	1.674261133
CHST10	14.23121963
NMS	1
PDCL3	43.53078946
NPAS2	8.78987095
LOC101927142	1
RPL31	299.2741776
TBC1D8	210.1197722
CNOT11	299.6927429
SNORD89	48.55357286
RNF149	3067.664961
MIR5696	1
CREG2	2.092826417
RFX8	2.092826417
MAP4K4	1252.347328
LINC01127	50.227834
IL1R2	356.6176214
IL1R1	74.92318571
IL1RL2	1
IL1RL1	21.34682945
IL18R1	227.6995141
IL18RAP	392.6142357
MIR4772	5.859913966
SLC9A4	1
SLC9A2	3.348522266
MFSD9	50.64639928
TMEM182	28.04387398
LOC100287010	1.25569585
LINC01102	1
LINC01103	1
LINC01114	1
LINC01158	1
POU3F3	1
LINC01159	1
LOC102724691	4.185652833
MRPS9	97.9442763
UTAT33	8.78987095
GPR45	1.674261133
TGFBRAP1	190.4472039
C2orf49	218.0725126
FHL2	42.27509361
LOC285000	1
NCK2	424.8437626
C2orf40	1
UXS1	188.7729428
PLGLA	1
RGPD3	7.115609816
ST6GAL2	1
MIR548AU	1
GACAT1	1
RGPD4-AS1	1
RGPD4	12.97552378
SLC5A7	1
LINC01594	1
SULT1C3	1
SULT1C2	1
SULT1C2P1	1
SULT1C4	1
GCC2	883.1727478
LIMS1	1156.077313
RANBP2	2262.763922
CCDC138	41.85652833
EDAR	29.29956983
SH3RF3-AS1	2.5113917
SH3RF3	17.99830718
MIR4265	1
MIR4266	1
Sep-10	12.13839322
SOWAHC	12.5569585
LINC01123	1
MALL	1
NPHP1	5.859913966
LINC00116	16.32404605
LOC100507334	1
LINC01106	1
BUB1	39.76370191
ACOXL	5.441348683
LOC400997	5.0227834
BCL2L11	315.5982236
MIR4435-2HG	68.22614118
ANAPC1	544.5534336
MERTK	11.30126265
TMEM87B	344.4792282
FBLN7	32.22952682
ZC3H8	63.62192306
ZC3H6	474.6530313
TTL	150.2649367
POLR1B	296.3442206
CHCHD5	11.71982793
FLJ42351	12.97552378
SLC20A1	601.8968774
CKAP2L	9.627001516
IL1A	1
IL1B	267.0446508
IL37	1
IL36G	1
IL36A	1.25569585
IL36B	1
IL36RN	1
IL1F10	1
IL1RN	95.4328846
PSD4	1433.586095
PAX8	16.32404605
PAX8-AS1	74.08605515
CBWD2	104.2227555
FOXD4L1	1.25569585
PGM5P3-AS1	1
PGM5P4-AS1	1
FAM138B	1
MIR1302-3	1
WASH2P	51.48352985
DDX11L2	3.348522266
RPL23AP7	17.99830718
RABL2A	9.627001516
SLC35F5	470.8859437
MIR4782	1
