	control_sample_28
ZNF497	5.783645079
ZNF837	1
MIR4754	1
RPS5	1163.476602
RNF225	1
ZNF584	26.02640286
ZNF132	85.79073534
ZNF324B	26.02640286
ZNF324	78.07920857
ZNF446	23.13458032
SLC27A5	11.56729016
ZBTB45	25.06246201
TRIM28	143.6271861
CHMP2A	293.0380173
UBE2M	163.8699439
MZF1-AS1	12.531231
MZF1	30.84610709
CENPBD1P1	74.22344518
FAM110C	2.891822539
SH3YL1	237.1294482
ACP1	621.741846
FAM150B	44.34127894
TMEM18	82.8989128
LINC01115	2.891822539
LOC101060385	1
SNTG2	5.783645079
TPO	2.891822539
PXDN	4.819704232
MYT1L	1
MYT1L-AS1	1
LINC01250	1.927881693
TSSC1	103.1416706
TRAPPC12	165.7978256
ADI1	269.903437
RNASEH1	64.58403671
RNASEH1-AS1	6.747585925
RPS7	625.5976094
COLEC11	1
ALLC	1
DCDC2C	1
LINC01304	1
LINC01249	1
LINC01248	1.927881693
SOX11	1
LINC01105	4.819704232
LOC400940	1
LINC01247	1
LINC01246	1
MIR7515HG	1
LINC00487	1.927881693
NRIR	18.31487608
CMPK2	129.1680734
RSAD2	150.3747721
RNF144A-AS1	1
RNF144A	194.716051
LOC101929452	15.42305354
LOC100506274	1
LOC101929551	1
LINC00298	1
LINC00299	31.81004793
LOC101929567	14.4591127
ID2-AS1	5.783645079
ID2	299.7856033
KIDINS220	1324.454723
MBOAT2	761.5132687
ASAP2	82.8989128
ITGB1BP1	146.5190087
CPSF3	272.7952596
IAH1	89.64649872
ADAM17	517.6362346
YWHAQ	655.4797756
TAF1B	147.4829495
GRHL1	32.77398878
KLF11	93.50226211
CYS1	1
RRM2	33.73792963
C2orf48	1.927881693
MIR4261	1
HPCAL1	82.8989128
ODC1	1931.737456
SNORA80B	3.855763386
LOC101929715	3.855763386
NOL10	174.4732932
ATP6V1C2	10.60334931
PDIA6	390.3960428
LOC101929733	1
KCNF1	1
FLJ33534	1
C2orf50	1
PQLC3	325.8120061
ROCK2	530.1674656
LINC00570	52.05280571
E2F6	61.69221418
GREB1	8.675467618
NTSR2	1
LPIN1	360.5138766
MIR548S	1.927881693
MIR4262	1
LOC100506457	1
TRIB2	311.3528934
MIR3125	1
LOC100506474	1
LINC00276	1
FAM84A	1
LOC653602	1
NBAS	929.238976
DDX1	247.7327975
LOC101926966	1
MYCNUT	1
MYCNOS	1
MYCN	1
GACAT3	1
FAM49A	1108.531973
RAD51AP2	1
VSNL1	7.711526772
SMC6	316.1725976
GEN1	98.32196634
MSGN1	1
KCNS3	1
RDH14	1
NT5C1B	5.783645079
MIR4757	1
OSR1	1
LINC00954	56.87250994
TTC32	65.54797756
WDR35	129.1680734
LOC101928222	1.927881693
MATN3	1.927881693
LAPTM4A	414.494564
SDC1	1
PUM2	1860.405834
RHOB	371.1172259
HS1BP3-IT1	1
HS1BP3	53.9806874
GDF7	1
LDAH	122.4204875
APOB	1.927881693
TDRD15	4.819704232
LOC645949	1
LOC102723362	1
KLHL29	20.24275778
ATAD2B	1069.97434
UBXN2A	80.97103111
MFSD2B	48.19704232
C2orf44	105.0695523
FKBP1B	60.72827333
SF3B6	192.7881693
FAM228B	25.06246201
TP53I3	35.66581132
PFN4	17.35093524
FAM228A	1
ITSN2	1205.889999
NCOA1	1606.889391
PTRHD1	30.84610709
CENPO	24.09852116
ADCY3	26.9903437
DNAJC27	68.4398001
DNAJC27-AS1	3.855763386
EFR3B	3.855763386
POMC	1.927881693
DNMT3A	175.4372341
MIR1301	1
DTNB	42.41339725
ASXL2	379.7926935
KIF3C	48.19704232
RAB10	1199.142413
GAREML	5.783645079
HADHA	940.8062662
HADHB	850.1958266
ADGRF3	24.09852116
EPT1	215.9227496
DRC1	2.891822539
OTOF	2.891822539
C2orf70	1
CIB4	1
KCNK3	1
SLC35F6	87.71861703
CENPA	1.927881693
DPYSL5	1
MAPRE3	14.4591127
TMEM214	34.70187047
AGBL5-AS1	1
AGBL5	102.1777297
OST4	492.5737726
EMILIN1	12.531231
KHK	8.675467618
CGREF1	1
ABHD1	5.783645079
PREB	84.82679449
PRR30	1
TCF23	1
SLC5A6	34.70187047
ATRAID	227.4900398
CAD	80.00709026
SLC30A3	1
DNAJC5G	1
TRIM54	1
UCN	1
MPV17	93.50226211
GTF3C2	128.2041326
GTF3C2-AS1	1
EIF2B4	83.86285364
SNX17	545.5905191
ZNF513	43.37733809
PPM1G	220.7424538
FTH1P3	1
NRBP1	241.9491525
KRTCAP3	1.927881693
IFT172	55.9085691
FNDC4	1
GCKR	2.891822539
C2orf16	11.56729016
ZNF512	260.2640286
CCDC121	28.91822539
GPN1	162.9060031
SUPT7L	222.6703355
SLC4A1AP	241.9491525
MRPL33	102.1777297
RBKS	18.31487608
BRE-AS1	5.783645079
BRE	208.2112228
MIR4263	4.819704232
LOC100505736	44.34127894
LOC100505716	67.47585925
FLJ31356	11.56729016
FOSL2	269.903437
PLB1	347.9826456
PPP1CB	2938.0917
SPDYA	7.711526772
TRMT61B	58.80039164
WDR43	315.2086568
SNORD92	1
SNORD53	3.855763386
FAM179A	20.24275778
C2orf71	1
CLIP4	528.2395839
ALK	30.84610709
YPEL5	1234.808224
LBH	1000.570599
LOC285043	1
LCLAT1	129.1680734
CAPN13	5.783645079
GALNT14	88.68255788
CAPN14	9.639408465
EHD3	120.4926058
XDH	1.927881693
SRD5A2	1
MEMO1	267.0116145
DPY30	55.9085691
SPAST	591.8596797
SLC30A6	396.1796879
NLRC4	853.0876491
YIPF4	609.210615
BIRC6	4354.120804
MIR558	2.891822539
BIRC6-AS2	12.531231
TTC27	121.4565467
MIR4765	1
LINC00486	1
LOC100271832	1
LTBP1	475.2228373
RASGRP3	85.79073534
FAM98A	69.40374095
LINC01317	1
MYADML	1
LINC01320	1
LOC100288911	1
CRIM1	133.9877777
FEZ2	250.6246201
VIT	1.927881693
STRN	893.5731647
HEATR5B	815.4939561
GPATCH11	210.1391045
EIF2AK2	215.9227496
SULT6B1	1
CEBPZOS	74.22344518
CEBPZ	345.090823
NDUFAF7	110.8531973
PRKD3	617.8860826
QPCT	991.895131
CDC42EP3	1334.094132
LINC00211	145.5550678
RMDN2	55.9085691
RMDN2-AS1	3.855763386
CYP1B1	707.5325813
CYP1B1-AS1	7.711526772
ATL2	276.6510229
LOC101929596	1
HNRNPLL	301.713485
GALM	117.6007833
SRSF7	595.7154431
GEMIN6	26.02640286
DHX57	184.1127017
MORN2	2.891822539
ARHGEF33	22.17063947
LOC375196	1.927881693
SOS1	663.1913024
CDKL4	1
MAP4K3	113.7450199
LOC728730	1
TMEM178A	1
THUMPD2	65.54797756
SLC8A1-AS1	68.4398001
SLC8A1	919.5995676
LOC388942	1
LOC101929723	1
C2orf91	1
PKDCC	1
LOC102723824	14.4591127
EML4	1555.800526
COX7A2L	327.7398878
KCNG3	1
MTA3	55.9085691
OXER1	14.4591127
HAAO	9.639408465
LOC102723854	5.783645079
ZFP36L2	791.395435
LINC01126	33.73792963
THADA	568.7250994
PLEKHH2	11.56729016
C1GALT1C1L	1
DYNC2LI1	8.675467618
ABCG5	1
ABCG8	1
LRPPRC	646.804308
PPM1B	897.4289281
SLC3A1	10.60334931
PREPL	266.0476736
CAMKMT	27.95428455
MIR548AD	1
SIX3-AS1	1.927881693
SIX3	1
SIX2	1
LINC01121	1
SRBD1	298.8216624
PRKCE	57.83645079
EPAS1	25.06246201
LOC101805491	1
TMEM247	1
ATP6V1E2	16.38699439
RHOQ	855.0155308
LOC100506142	64.58403671
PIGF	78.07920857
CRIPT	251.5885609
SOCS5	182.18482
LINC01118	1.927881693
LINC01119	1
MCFD2	354.7302315
TTC7A	237.1294482
C2orf61	14.4591127
CALM2	3182.932675
LOC101927043	2.891822539
EPCAM	2.891822539
MSH2	135.9156594
KCNK12	1
HCG2040054	1.927881693
MSH6	465.5834289
FBXO11	685.3619419
FOXN2	1456.514619
PPP1R21	446.3046119
STON1-GTF2A1L	1
STON1	20.24275778
LHCGR	1
FSHR	1
MIR548BA	1
NRXN1	12.531231
ASB3	17.35093524
CHAC2	30.84610709
ERLEC1	205.3194003
MIR3682	1.927881693
GPR75	30.84610709
PSME4	1163.476602
ACYP2	24.09852116
TSPYL6	4.819704232
C2orf73	1
SPTBN1	1003.462421
RPL23AP32	1
EML6	98.32196634
RTN4	614.9942601
CLHC1	49.16098317
RPS27A	948.5177929
MTIF2	182.18482
PRORSD1P	25.06246201
CCDC88A	723.9195757
CFAP36	86.75467618
PPP4R3B	1344.697481
PNPT1	126.2762509
EFEMP1	1.927881693
MIR217HG	1
LOC100129434	1
CCDC85A	1
VRK2	191.8242285
FANCL	87.71861703
LINC01122	1
LOC101927285	1
MIR4432	1.927881693
BCL11A	64.58403671
PAPOLG	464.619488
LINC01185	1
REL	709.460463
PUS10	161.9420622
PEX13	234.2376257
KIAA1841	76.15132687
LOC339803	31.81004793
C2orf74	17.35093524
AHSA2	450.1603753
USP34	3236.913363
SNORA70B	3.855763386
XPO1	1159.620838
FAM161A	10.60334931
CCT4	531.1314064
COMMD1	66.51191841
B3GNT2	310.3889526
MIR5192	2.891822539
TMEM17	5.783645079
EHBP1	122.4204875
LOC100132215	7.711526772
OTX1	1
DBIL5P2	7.711526772
WDPCP	74.22344518
MDH1	324.8480653
UGP2	553.3020459
VPS54	325.8120061
PELI1	2029.095482
LINC00309	1.927881693
LOC100507006	133.9877777
MIR4433B	1
LGALSL	383.6484569
AFTPH	1169.260247
MIR4434	9.639408465
LOC339807	1
SERTAD2	214.9588088
LOC101927438	4.819704232
LOC400958	1.927881693
SLC1A4	55.9085691
CEP68	347.9826456
RAB1A	538.8429332
ACTR2	4550.764736
SPRED2	16.38699439
LOC729348	1
MEIS1-AS3	1
MEIS1	77.11526772
MEIS1-AS2	1.927881693
LOC100507073	1.927881693
LOC101927577	1
LOC101060019	1.927881693
LOC102724321	1
LOC102800447	1.927881693
LOC644838	1
LOC101927661	1
ETAA1	110.8531973
LOC101927701	1
C1D	51.08886486
WDR92	42.41339725
PNO1	72.29556349
PPP3R1	1041.056114
CNRIP1	15.42305354
PLEK	1485.432844
FBXO48	33.73792963
APLF	94.46620296
PROKR1	1
ARHGAP25	2057.049766
BMP10	1.927881693
GKN2	1
GKN1	1
ANTXR1	3.855763386
MIR3126	1
GFPT1	260.2640286
NFU1	45.30521978
AAK1	900.3207506
SNORA36C	1
ANXA4	147.4829495
GMCL1	230.3818623
SNRNP27	82.8989128
MXD1	5945.587141
ASPRV1	45.30521978
PCBP1-AS1	97.3580255
PCBP1	556.1938684
LOC100133985	3.855763386
C2orf42	81.93497195
TIA1	1039.128233
PCYOX1	222.6703355
SNRPG	22.17063947
FAM136A	67.47585925
TGFA	301.713485
TGFA-IT1	13.49517185
ADD2	55.9085691
FIGLA	1
CLEC4F	4.819704232
CD207	1
LINC01143	1
VAX2	1.927881693
ATP6V1B1	2.891822539
ATP6V1B1-AS1	1
ANKRD53	1
TEX261	95.4301438
OR7E91P	1
NAGK	551.3741642
MCEE	19.27881693
MPHOSPH10	146.5190087
PAIP2B	76.15132687
ZNF638	1897.999527
DYSF	1019.849416
CYP26B1	2.891822539
EXOC6B	80.97103111
SPR	4.819704232
EMX1	1
SFXN5	116.6368424
RAB11FIP5	18.31487608
NOTO	1
SMYD5	26.02640286
PRADC1	34.70187047
CCT7	435.7012626
FBXO41	26.02640286
EGR4	1
ALMS1	799.1069617
ALMS1-IT1	28.91822539
NAT8	1
ALMS1P	9.639408465
NAT8B	10.60334931
TPRKB	29.88216624
DUSP11	227.4900398
C2orf78	1.927881693
STAMBP	260.2640286
ACTG2	1
DGUOK	49.16098317
DGUOK-AS1	5.783645079
TET3	590.8957389
BOLA3	25.06246201
BOLA3-AS1	64.58403671
MOB1A	1726.418056
MTHFD2	233.2736849
SLC4A5	75.18738603
DCTN1	192.7881693
DCTN1-AS1	11.56729016
C2orf81	1.927881693
WDR54	26.02640286
RTKN	1
INO80B	5.783645079
WBP1	6.747585925
MOGS	132.059896
MRPL53	59.76433248
CCDC142	148.4468904
TTC31	61.69221418
LBX2	1
LBX2-AS1	3.855763386
PCGF1	26.9903437
TLX2	1
DQX1	5.783645079
AUP1	323.8841244
HTRA2	100.249848
LOXL3	75.18738603
DOK1	203.3915186
M1AP	27.95428455
SEMA4F	50.12492402
HK2	456.9079612
LINC01291	18.31487608
POLE4	54.94462825
TACR1	24.09852116
MIR5000	1
EVA1A	1
LOC101927884	1
MRPL19	262.1919102
GCFC2	169.653589
LRRTM4	1
LOC101927907	1
LOC101927967	1
LOC101927926	1
SNAR-H	1
LOC101927948	1
REG3G	1
REG1B	1
REG1A	1.927881693
REG1P	1
REG3A	1
LOC101927987	1
CTNNA2	4.819704232
MIR8080	1
LRRTM1	1
LOC100507201	1
LOC1720	1
FUNDC2P2	1
SUCLG1	240.9852116
DNAH6	27.95428455
TRABD2A	333.5235329
TMSB10	3457.655816
KCMF1	551.3741642
TCF7L1	13.49517185
TGOLN2	1503.747721
RETSAT	140.7353636
ELMOD3	140.7353636
CAPG	288.2183131
SH2D6	1
PARTICL	4.819704232
MAT2A	365.3335808
GGCX	100.249848
VAMP8	68.4398001
VAMP5	19.27881693
RNF181	187.0045242
TMEM150A	24.09852116
USP39	267.9755553
C2orf68	408.7109189
SFTPB	4.819704232
GNLY	180.2569383
ATOH8	7.711526772
MIR6071	1
LOC284950	1
ST3GAL5	121.4565467
ST3GAL5-AS1	6.747585925
LOC90784	11.56729016
POLR1A	96.39408465
PTCD3	590.8957389
SNORD94	9.639408465
IMMT	329.6677695
MIR4779	1
MRPL35	148.4468904
REEP1	9.639408465
KDM3A	1037.200351
CHMP3	4.819704232
RNF103-CHMP3	2.891822539
RNF103	240.9852116
RMND5A	1980.89844
CD8A	500.2852993
CD8B	213.9948679
ANAPC1P1	1.927881693
RGPD2	1
RGPD1	9.639408465
LOC285074	192.7881693
LINC00152	150.3747721
MIR4435-1	1.927881693
KRCC1	227.4900398
SMYD1	2.891822539
FABP1	1
THNSL2	1
FOXI3	1
TEX37	1
LOC101928371	1
EIF2AK3	193.7521101
RPIA	778.864204
ANKRD36BP2	289.1822539
MIR4436A	1
LOC654342	1
GGT8P	1.927881693
ACTR3BP2	1
FAM95A	1
ANKRD20A8P	1
LOC442028	1
TEKT4	1
MAL	86.75467618
MRPS5	233.2736849
ZNF514	143.6271861
ZNF2	48.19704232
PROM2	1
KCNIP3	1.927881693
FAHD2A	44.34127894
TRIM43B	1
TRIM43	1
LINC00342	160.9781214
ANKRD36C	705.6046996
FAHD2CP	3.855763386
GPAT2	7.711526772
ADRA2B	1
ASTL	1
DUSP2	53.01674656
STARD7	754.7656828
STARD7-AS1	31.81004793
TMEM127	373.0451076
CIAO1	539.806874
SNRNP200	1095.036802
ITPRIPL1	29.88216624
NCAPH	16.38699439
NEURL3	1
ARID5A	144.591127
KANSL3	257.372206
FER1L5	10.60334931
LMAN2L	82.8989128
CNNM4	49.16098317
MIR3127	1
CNNM3	176.4011749
ANKRD23	42.41339725
ANKRD39	11.56729016
SEMA4C	65.54797756
FAM178B	2.891822539
LOC101927053	7.711526772
FAHD2B	7.711526772
ANKRD36	685.3619419
ANKRD36B	321.9562427
COX5B	265.0837328
ACTR1B	236.1655074
LINC01125	6.747585925
ZAP70	394.2518062
TMEM131	534.023229
VWA3B	2.891822539
CNGA3	1
INPP4A	1057.443109
COA5	160.9781214
UNC50	216.8866905
MGAT4A	1691.716186
LOC101927070	16.38699439
KIAA1211L	6.747585925
TSGA10	48.19704232
C2orf15	7.711526772
LIPT1	39.52157471
MITD1	157.122358
MRPL30	238.0933891
LYG2	5.783645079
LYG1	15.42305354
TXNDC9	120.4926058
EIF5B	155.1944763
REV1	406.7830372
AFF3	126.2762509
LINC01104	1
LONRF2	2.891822539
CHST10	9.639408465
NMS	1
PDCL3	39.52157471
NPAS2	1
LOC101927142	1
RPL31	563.9053952
TBC1D8	284.3625497
CNOT11	353.7662907
SNORD89	95.4301438
RNF149	5106.958605
MIR5696	1
CREG2	1.927881693
RFX8	1
MAP4K4	1415.065163
LINC01127	91.57438042
IL1R2	737.4147476
IL1R1	189.8963468
IL1RL2	1
IL1RL1	83.86285364
IL18R1	331.5956512
IL18RAP	652.5879531
MIR4772	9.639408465
SLC9A4	1.927881693
SLC9A2	7.711526772
MFSD9	77.11526772
TMEM182	26.02640286
LOC100287010	1
LINC01102	1
LINC01103	1
LINC01114	1
LINC01158	1
POU3F3	1
LINC01159	1
LOC102724691	1.927881693
MRPS9	75.18738603
UTAT33	2.891822539
GPR45	1.927881693
TGFBRAP1	138.8074819
C2orf49	225.5621581
FHL2	22.17063947
LOC285000	1
NCK2	384.6123977
C2orf40	1
UXS1	213.9948679
PLGLA	1
RGPD3	4.819704232
ST6GAL2	1.927881693
MIR548AU	2.891822539
GACAT1	1
RGPD4-AS1	1
RGPD4	13.49517185
SLC5A7	1
LINC01594	1
SULT1C3	1.927881693
SULT1C2	1
SULT1C2P1	1
SULT1C4	1
GCC2	866.582821
LIMS1	1983.790262
RANBP2	2058.013707
CCDC138	35.66581132
EDAR	17.35093524
SH3RF3-AS1	3.855763386
SH3RF3	16.38699439
MIR4265	1
MIR4266	1
Sep-10	29.88216624
SOWAHC	49.16098317
LINC01123	1
MALL	1
NPHP1	5.783645079
LINC00116	22.17063947
LOC100507334	1
LINC01106	1
BUB1	35.66581132
ACOXL	1.927881693
LOC400997	1.927881693
BCL2L11	482.9343641
MIR4435-2HG	121.4565467
ANAPC1	395.2157471
MERTK	80.97103111
TMEM87B	454.0161387
FBLN7	38.55763386
ZC3H8	54.94462825
ZC3H6	438.5930852
TTL	145.5550678
POLR1B	215.9227496
CHCHD5	2.891822539
FLJ42351	6.747585925
SLC20A1	620.7779051
CKAP2L	15.42305354
IL1A	3.855763386
IL1B	545.5905191
IL37	1
IL36G	1
IL36A	1
IL36B	1
IL36RN	1
IL1F10	1
IL1RN	168.6896481
PSD4	873.3304069
PAX8	4.819704232
PAX8-AS1	33.73792963
CBWD2	103.1416706
FOXD4L1	1.927881693
PGM5P3-AS1	1
PGM5P4-AS1	1
FAM138B	1
MIR1302-3	1
WASH2P	35.66581132
DDX11L2	14.4591127
RPL23AP7	72.29556349
RABL2A	10.60334931
SLC35F5	521.491998
MIR4782	1
LOC101060091	53.01674656
ACTR3	4703.06739
LOC100499194	37.59369301
LINC01191	4.819704232
DPP10	1.927881693
DPP10-AS3	1
DPP10-AS1	1
DDX18	633.3091361
CCDC93	762.4772096
INSIG2	182.18482
LOC101927709	1
EN1	1
MARCO	116.6368424
C1QL2	1
STEAP3	12.531231
STEAP3-AS1	1.927881693
C2orf76	15.42305354
DBI	80.97103111
TMEM37	1
SCTR	1
CFAP221	3.855763386
TMEM177	21.20669862
PTPN4	1692.680126
EPB41L5	114.7089607
TMEM185B	291.1101356
RALB	1276.257681
INHBB	6.747585925
LINC01101	1
GLI2	1
TFCP2L1	17.35093524
CLASP1	669.9388883
RNU4ATAC	1.927881693
NIFK-AS1	52.05280571
NIFK	74.22344518
TSN	351.838409
CNTNAP5	1.927881693
GYPC	8774.753526
BIN1	213.9948679
CYP27C1	2.891822539
ERCC3	182.18482
MAP3K2	3793.107231
PROC	6.747585925
MIR4783	1
IWS1	524.3838205
MYO7B	31.81004793
LIMS2	14.4591127
GPR17	1
SFT2D3	116.6368424
WDR33	751.8738603
POLR2D	71.33162264
AMMECR1L	149.4108312
SAP130	102.1777297
UGGT1	1117.207441
HS6ST1	19.27881693
LOC101927881	1
LOC151121	1
LOC389033	1
LOC101927924	1
RAB6C-AS1	1
RAB6C	1
FAR2P1	1
POTEF	1
MED15P9	1
CCDC74B	1
SMPD4	50.12492402
MZT2B	37.59369301
TUBA3E	1.927881693
CCDC115	144.591127
IMP4	77.11526772
PTPN18	255.4443243
FAR2P2	2.891822539
CYP4F62P	1
POTEI	1
CFC1	1
POTEJ	1
CYP4F30P	1
GPR148	1
AMER3	1
ARHGEF4	9.639408465
FAM168B	507.0328853
PLEKHB2	1305.175906
POTEE	1
LOC440910	1
WTH3DI	3.855763386
LINC01120	1
LOC401010	1
RNU6-81P	1
TUBA3D	13.49517185
MZT2A	35.66581132
MIR4784	5.783645079
LOC150776	52.05280571
CCDC74A	1
POTEKP	1
LINC01087	1
C2orf27A	10.60334931
C2orf27B	1
ANKRD30BL	22.17063947
MIR663B	1.927881693
ZNF806	1
GPR39	1
LYPD1	1
NCKAP5	1
MIR7853	1
LOC101928161	1
MIR3679	2.891822539
MGAT5	820.3136604
TMEM163	5.783645079
ACMSD	5.783645079
MIR5590	1
CCNT2-AS1	10.60334931
CCNT2	1054.551286
MAP3K19	4.819704232
RAB3GAP1	605.3548516
ZRANB3	55.9085691
R3HDM1	121.4565467
MIR128-1	1.927881693
UBXN4	953.3374972
LCT	13.49517185
LOC100507600	1
MCM6	137.843541
DARS	348.9465864
DARS-AS1	5.783645079
CXCR4	2464.796744
THSD7B	1
LOC101928273	1
HNMT	170.6175298
SPOPL	1833.41549
NXPH2	1
YY1P2	1
LRP1B	1
MIR7157	1
KYNU	270.8673779
ARHGAP15	1756.300222
LOC101928386	11.56729016
GTDC1	298.8216624
ZEB2	2489.859206
ZEB2-AS1	20.24275778
LINC01412	1
TEX41	1
PABPC1P2	1
ACVR2A	155.1944763
ORC4	358.5859949
MBD5	139.7714227
EPC2	431.8454992
KIF5C	57.83645079
LYPD6B	1
LYPD6	1
MMADHC	441.4849077
LOC101929231	11.56729016
RND3	1.927881693
LOC101929260	1
LOC101929282	1
RBM43	90.61043957
NMI	320.028361
LOC101929319	1
TNFAIP6	348.9465864
RIF1	990.9311902
NEB	145.5550678
ARL5A	550.4102233
CACNB4	39.52157471
STAM2	575.4726854
FMNL2	85.79073534
PRPF40A	1262.762509
ARL6IP6	196.6439327
RPRM	1
GALNT13	1
LOC100144595	1
KCNJ3	1
LOC101929378	3.855763386
NR4A2	7.711526772
GPD2	455.9440204
GALNT5	27.95428455
ERMN	91.57438042
CYTIP	2614.207576
ACVR1C	82.8989128
ACVR1	121.4565467
UPP2	1
CCDC148-AS1	1
CCDC148	4.819704232
PKP4	135.9156594
DAPL1	1
TANC1	13.49517185
WDSUB1	59.76433248
BAZ2B	2048.374299
LOC643072	38.55763386
Mar-07	2402.140589
CD302	1
LY75	302.6774258
PLA2R1	1
ITGB6	1
LOC100505984	8.675467618
RBMS1	821.2776012
MIR4785	1
TANK	1181.791478
LOC101929512	25.06246201
LOC100996579	25.06246201
PSMD14	124.3483692
TBR1	1
AHCTF1P1	26.02640286
SLC4A10	12.531231
DPP4	328.7038287
LOC101929532	1.927881693
GCG	1
FAP	1.927881693
IFIH1	396.1796879
GCA	6900.85252
KCNH7	392.3239245
LOC101929570	1
FIGN	2.891822539
GRB14	23.13458032
COBLL1	131.0959551
SNORA70F	1
LOC101929633	1
SLC38A11	17.35093524
SCN3A	50.12492402
SCN2A	1
CSRNP3	1
GALNT3	246.7688567
LOC100506124	20.24275778
TTC21B	324.8480653
TTC21B-AS1	12.531231
LOC102724058	1
SCN1A	2.891822539
LOC101929680	1
SCN9A	23.13458032
SCN7A	1.927881693
XIRP2	5.783645079
XIRP2-AS1	1
LOC105616981	1
B3GALT1	1
STK39	171.5814707
CERS6	220.7424538
MIR4774	1
CERS6-AS1	1
NOSTRIN	3.855763386
SPC25	2.891822539
G6PC2	1
ABCB11	3.855763386
DHRS9	124.3483692
LRP2	3.855763386
BBS5	4.819704232
KLHL41	1
FASTKD1	161.9420622
PPIG	276.6510229
CCDC173	18.31487608
PHOSPHO2	14.4591127
KLHL23	1
SSB	185.0766425
METTL5	26.02640286
UBR3	991.895131
MYO3B	10.60334931
LOC101929753	1
LOC101926913	1
LINC01124	1
SP5	1
ERICH2	1
GAD1	17.35093524
GORASP2	68.4398001
TLK1	546.55446
METTL8	140.7353636
DCAF17	186.0405834
CYBRD1	408.7109189
DYNC1I2	347.0187047
SLC25A12	164.8338847
HAT1	126.2762509
METAP1D	13.49517185
DLX1	1
DLX2	1
DLX2-AS1	1
ITGA6	826.0973054
PDK1	501.2492402
RAPGEF4-AS1	1.927881693
RAPGEF4	4.819704232
ZAK	357.622054
MLK7-AS1	23.13458032
CDCA7	12.531231
SP3	2682.647376
OLA1	100.249848
LINC01305	3.855763386
SP9	1
CIR1	293.0380173
SCRN3	133.9877777
GPR155	825.1333646
WIPF1	2299.96286
CHRNA1	1
CHN1	10.60334931
ATF2	804.8906068
MIR933	3.855763386
ATP5G3	263.1558511
KIAA1715	569.6890403
EVX2	1
HOXD13	1
HOXD12	1
HOXD11	1
HOXD10	1
HOXD9	1
HOXD8	1
HOXD-AS2	1
HOXD4	1
HOXD3	1
HAGLR	1
HAGLROS	1
HOXD1	1
MTX2	40.48551555
LINC01116	1
LINC01117	1
HNRNPA3	927.3110943
NFE2L2	1018.885475
MIR3128	1
LOC100130691	15.42305354
MIR6512	1
AGPS	486.7901275
TTC30B	21.20669862
TTC30A	28.91822539
PDE11A	2.891822539
RBM45	91.57438042
OSBPL6	7.711526772
MIR548N	1
LOC101927027	53.9806874
PRKRA	115.6729016
DFNB59	9.639408465
FKBP7	6.747585925
PLEKHA3	199.5357552
TTN-AS1	87.71861703
TTN	4674.149165
LOC101927055	1
CCDC141	195.6799918
SESTD1	276.6510229
ZNF385B	1
CWC22	235.2015665
SCHLAP1	1
UBE2E3	110.8531973
LOC101927156	53.9806874
MIR4437	3.855763386
ITGA4	2819.526976
CERKL	142.6632453
NEUROD1	1
SSFA2	1168.296306
PPP1R1C	1.927881693
PDE1A	1
DNAJC10	786.5757307
FRZB	1
NCKAP1	134.9517185
DUSP19	30.84610709
NUP35	92.53832126
ZNF804A	16.38699439
LOC101927196	1
FSIP2	44.34127894
LINC01473	8.675467618
ZC3H15	274.7231412
ITGAV	290.1461948
FAM171B	6.747585925
ZSWIM2	1
CALCRL	55.9085691
TFPI	82.8989128
LINC01090	1
GULP1	1
DIRC1	1
COL3A1	1
COL5A2	4.819704232
WDR75	287.2543723
SLC40A1	1341.805658
ASNSD1	327.7398878
ANKAR	100.249848
OSGEPL1	72.29556349
OSGEPL1-AS1	7.711526772
ORMDL1	374.9729893
PMS1	140.7353636
MSTN	1
C2orf88	701.7489362
HIBCH	94.46620296
INPP1	58.80039164
MFSD6	360.5138766
NEMP2	117.6007833
NAB1	575.4726854
GLS	1828.595786
STAT1	3271.615233
STAT4	596.679384
MYO1B	10.60334931
NABP1	2953.514754
LOC105747689	325.8120061
SDPR	1948.124451
TMEFF2	1
PCGEM1	1
LOC101927406	1
LOC101927431	3.855763386
SLC39A10	402.9272738
DNAH7	15.42305354
STK17B	6110.421026
HECW2	64.58403671
LOC101927482	20.24275778
CCDC150	1.927881693
LOC100130452	1
GTF3C3	252.5525018
C2orf66	1.927881693
PGAP1	89.64649872
ANKRD44	4231.700316
ANKRD44-IT1	174.4732932
SF3B1	7160.152608
COQ10B	340.2711188
HSPD1	391.3599837
HSPE1	17.35093524
MOB4	2.891822539
RFTN2	18.31487608
MARS2	89.64649872
BOLL	5.783645079
PLCL1	115.6729016
LOC101927619	1
SATB2	1
SATB2-AS1	1
LOC101927641	1
FTCDNL1	1.927881693
C2orf69	115.6729016
TYW5	113.7450199
C2orf47	34.70187047
SPATS2L	18.31487608
KCTD18	201.4636369
SGOL2	39.52157471
AOX1	1
AOX2P	1.927881693
LOC100507140	1
LOC101927795	1
BZW1	909.9601591
CLK1	1915.350462
PPIL3	77.11526772
NIF3L1	104.1056114
ORC2	230.3818623
FAM126B	2490.823147
NDUFB3	45.30521978
CFLAR	6451.656086
CFLAR-AS1	119.528665
CASP10	453.0521978
CASP8	1568.331757
ALS2CR12	169.653589
TRAK2	2806.995745
STRADB	11255.93726
ALS2CR11	7.711526772
TMEM237	27.95428455
